"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","PM Sampling","Maximum Buffer Size","byte","30146560",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","PM Sampling","Maximum Sampling Interval","ns","1000",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","PM Sampling","# Pass Groups","","2",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Compute Workload Analysis","Executed Ipc Active","inst/cycle","3.41",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Compute Workload Analysis","Executed Ipc Elapsed","inst/cycle","3.00",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Compute Workload Analysis","Issue Slots Busy","%","74.97",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Compute Workload Analysis","Issued Ipc Active","inst/cycle","3.41",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Compute Workload Analysis","SM Busy","%","74.97",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Memory Workload Analysis","Local Memory Spilling Requests","","0",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Memory Workload Analysis","Local Memory Spilling Request Overhead","%","0",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Memory Workload Analysis","L2 Sector Promotion Misses","%","0.00",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Memory Workload Analysis","Shared Memory Spilling Requests","","0",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Memory Workload Analysis","Shared Memory Spilling Request Overhead","%","0",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Memory Workload Analysis","Memory Throughput","byte/s","1479532710280.37",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Memory Workload Analysis","Mem Busy","%","23.95",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Memory Workload Analysis","Max Bandwidth","%","19.31",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Memory Workload Analysis","L1/TEX Hit Rate","%","62.57",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Memory Workload Analysis","L2 Persisting Size","byte","24870912",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Memory Workload Analysis","L2 Compression Ratio","%","0",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Memory Workload Analysis","L2 Compression Input Sectors","sector","1574501",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Memory Workload Analysis","L2 Hit Rate","%","12.09",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Memory Workload Analysis","Mem Pipes Busy","%","12.68",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","MemoryWorkloadAnalysis_Chart","","","","MemoryL2Compression","OPT","Out of the 50384032.0 bytes sent to the L2 Compression unit only 0.00% were successfully compressed. To increase this success rate, consider marking only those memory regions as compressible that contain the most zero values and/or expose the most homogeneous values.","global","11.51"
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","MemoryWorkloadAnalysis_Tables","","","","MemoryCacheAccessPattern","OPT","The memory access pattern for global loads from L1TEX might not be optimal. On average, only 11.5 of the 32 bytes transmitted per sector are utilized by each thread. This could possibly be caused by a stride between threads. Check the Source Counters section for uncoalesced global loads.","global","15.34"
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","MemoryWorkloadAnalysis_Tables","","","","MemoryCacheAccessPattern","OPT","The memory access pattern for global stores to L1TEX might not be optimal. On average, only 32.0 of the 32 bytes transmitted per sector are utilized by each thread. This could possibly be caused by a stride between threads. Check the Source Counters section for uncoalesced global stores.","global","0.002922"
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Scheduler Statistics","One or More Eligible","%","85.70",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Scheduler Statistics","Issued Warp Per Scheduler","","0.86",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Scheduler Statistics","No Eligible","%","14.30",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Scheduler Statistics","Active Warps Per Scheduler","warp","14.21",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Scheduler Statistics","Eligible Warps Per Scheduler","warp","4.03",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Warp State Statistics","Warp Cycles Per Issued Instruction","cycle","16.58",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Warp State Statistics","Warp Cycles Per Executed Instruction","cycle","16.58",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Warp State Statistics","Avg. Active Threads Per Warp","","32.00",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Warp State Statistics","Avg. Not Predicated Off Threads Per Warp","","28.91",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Instruction Statistics","Local Memory Spilling Requests","byte","0",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Instruction Statistics","Shared Memory Spilling Requests","byte","0",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Instruction Statistics","Avg. Executed Instructions Per Scheduler","inst","62858.35",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Instruction Statistics","Executed Instructions","inst","37212144",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Instruction Statistics","Avg. Issued Instructions Per Scheduler","inst","62858.35",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Instruction Statistics","Issued Instructions","inst","37212144",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","InstructionStats","","","","FPInstructions","OPT","This workload executes 0 fused and 9437184 non-fused FP32 instructions. By converting pairs of non-fused instructions to their fused (https://docs.nvidia.com/cuda/floating-point/#cuda-and-floating-point), higher-throughput equivalent, the achieved FP32 performance could be increased by up to 50% (relative to its current performance).","global","19.26"
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Launch Statistics","Block Size","","128",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Launch Statistics","Cluster Scheduling Policy","","PolicySpread",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Launch Statistics","Cluster Size","","0",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Launch Statistics","Function Cache Configuration","","CachePreferNone",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Launch Statistics","Grid Size","","12288",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Launch Statistics","Preferred Cluster Size","","0",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Launch Statistics","Registers Per Thread","register/thread","32",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Launch Statistics","Shared Memory Configuration Size","byte","102400",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Launch Statistics","Driver Shared Memory Per Block","byte/block","1024",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Launch Statistics","Dynamic Shared Memory Per Block","byte/block","2048",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Launch Statistics","Static Shared Memory Per Block","byte/block","0",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Launch Statistics","# SMs","SM","148",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Launch Statistics","Stack Size","","1024",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Launch Statistics","Threads","thread","1572864",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Launch Statistics","# TPCs","","74",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Launch Statistics","Enabled TPC IDs","","all",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Launch Statistics","Uses Green Context","","0",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Launch Statistics","Waves Per SM","","5.19",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Occupancy","Max Active Clusters","cluster","0",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Occupancy","Max Cluster Size","block","8",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Occupancy","Overall GPU Occupancy","%","0",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Occupancy","Cluster Occupancy","%","0",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Occupancy","Block Limit Barriers","block","32",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Occupancy","Block Limit SM","block","32",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Occupancy","Block Limit Registers","block","16",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Occupancy","Block Limit Shared Mem","block","33",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Occupancy","Block Limit Warps","block","16",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Occupancy","Theoretical Active Warps per SM","warp","64",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Occupancy","Theoretical Occupancy","%","100",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Occupancy","Achieved Occupancy","%","88.96",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Occupancy","Achieved Active Warps Per SM","warp","56.94",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Occupancy","","","","AchievedOccupancy","OPT","The difference between calculated theoretical (100.0%) and measured achieved occupancy (89.0%) can be the result of warp scheduling overheads or workload imbalances during the kernel execution. Load imbalances can occur between warps within a block as well as across blocks of the same kernel. See the CUDA Best Practices Guide (https://docs.nvidia.com/cuda/cuda-c-best-practices-guide/index.html#occupancy) for more details on optimizing occupancy.","local","11.04"
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","GPU and Memory Workload Distribution","Average DRAM Active Cycles","cycle","29683.12",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","GPU and Memory Workload Distribution","Total DRAM Elapsed Cycles","cycle","10493952",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","GPU and Memory Workload Distribution","Average L1 Active Cycles","cycle","73671.20",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","GPU and Memory Workload Distribution","Total L1 Elapsed Cycles","cycle","12409214",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","GPU and Memory Workload Distribution","Average L2 Active Cycles","cycle","71855.13",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","GPU and Memory Workload Distribution","Total L2 Elapsed Cycles","cycle","14804916",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","GPU and Memory Workload Distribution","Average SM Active Cycles","cycle","73671.20",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","GPU and Memory Workload Distribution","Total SM Elapsed Cycles","cycle","12409214",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","GPU and Memory Workload Distribution","Average SMSP Active Cycles","cycle","73349.82",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","GPU and Memory Workload Distribution","Total SMSP Elapsed Cycles","cycle","49636856",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Source Counters","Branch Instructions Ratio","%","0.02",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Source Counters","Branch Instructions","inst","885024",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Source Counters","Branch Efficiency","%","99.99",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","Source Counters","Avg. Divergent Branches","branches","0.08",
"0","103699","python3.12","127.0.0.1","_causal_conv1d_fwd_kernel","1","7","(128, 1, 1)","(1, 1024, 12)","0","10.3","SourceCounters","","","","UncoalescedGlobalAccess","OPT","This workload has uncoalesced global accesses resulting in a total of 5507904 excessive sectors (53% of the total 10375344 sectors). Check the L2 Theoretical Sectors Global Excessive table for the primary source locations. The CUDA Programming Guide (https://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#device-memory-accesses) has additional information on reducing uncoalesced device memory accesses.","global","47.41"
